,Temperature F,Number of Rides,Weather Description,index1,weekday
2014-09-20 17:00:00,72.31999999999996,47,broken clouds,2014-09-20 17:00:00,Saturday
2014-09-20 18:00:00,73.45399999999995,49,broken clouds,2014-09-20 18:00:00,Saturday
2014-09-21 01:00:00,67.26199999999996,92,scattered clouds,2014-09-21 01:00:00,Sunday
2014-09-21 02:00:00,65.93000000000004,80,broken clouds,2014-09-21 02:00:00,Sunday
2014-09-21 03:00:00,65.24600000000005,48,mist,2014-09-21 03:00:00,Sunday
2014-09-21 04:00:00,65.42599999999999,49,overcast clouds,2014-09-21 04:00:00,Sunday
2014-09-21 07:00:00,65.35399999999996,19,mist,2014-09-21 07:00:00,Sunday
2014-09-21 08:00:00,64.90399999999995,26,mist,2014-09-21 08:00:00,Sunday
2014-09-21 09:00:00,64.92200000000004,27,moderate rain,2014-09-21 09:00:00,Sunday
2014-09-21 12:00:00,65.984,49,fog,2014-09-21 12:00:00,Sunday
2014-09-21 16:00:00,72.01400000000004,37,fog,2014-09-21 16:00:00,Sunday
2014-09-21 17:00:00,72.842,46,mist,2014-09-21 17:00:00,Sunday
2014-09-21 18:00:00,73.81400000000004,38,mist,2014-09-21 18:00:00,Sunday
2014-09-22 01:00:00,69.24199999999999,33,mist,2014-09-22 01:00:00,Monday
2014-09-22 02:00:00,68.16199999999995,23,mist,2014-09-22 02:00:00,Monday
2014-09-22 03:00:00,68.66600000000001,9,mist,2014-09-22 03:00:00,Monday
2014-09-22 04:00:00,68.84600000000005,22,mist,2014-09-22 04:00:00,Monday
2014-09-22 07:00:00,64.4,57,mist,2014-09-22 07:00:00,Monday
2014-09-22 08:00:00,63.158,68,mist,2014-09-22 08:00:00,Monday
2014-09-22 09:00:00,62.185999999999964,52,scattered clouds,2014-09-22 09:00:00,Monday
2014-09-22 12:00:00,61.501999999999974,23,light rain,2014-09-22 12:00:00,Monday
2014-09-22 16:00:00,66.88399999999999,38,broken clouds,2014-09-22 16:00:00,Monday
2014-09-22 17:00:00,68.05399999999995,31,overcast clouds,2014-09-22 17:00:00,Monday
2014-09-22 18:00:00,67.98200000000001,33,broken clouds,2014-09-22 18:00:00,Monday
2014-09-23 01:00:00,58.45999999999998,34,broken clouds,2014-09-23 01:00:00,Tuesday
2014-09-23 02:00:00,56.55199999999998,9,scattered clouds,2014-09-23 02:00:00,Tuesday
2014-09-23 03:00:00,53.851999999999975,14,scattered clouds,2014-09-23 03:00:00,Tuesday
2014-09-23 04:00:00,51.8,8,few clouds,2014-09-23 04:00:00,Tuesday
2014-09-23 07:00:00,48.65,49,sky is clear,2014-09-23 07:00:00,Tuesday
2014-09-23 08:00:00,47.94800000000002,66,few clouds,2014-09-23 08:00:00,Tuesday
2014-09-23 09:00:00,46.75999999999998,73,few clouds,2014-09-23 09:00:00,Tuesday
2014-09-23 12:00:00,50.035999999999966,23,few clouds,2014-09-23 12:00:00,Tuesday
2014-09-23 16:00:00,62.81600000000001,28,scattered clouds,2014-09-23 16:00:00,Tuesday
2014-09-23 17:00:00,64.68800000000005,37,scattered clouds,2014-09-23 17:00:00,Tuesday
2014-09-23 18:00:00,67.28000000000004,34,few clouds,2014-09-23 18:00:00,Tuesday
2014-09-24 01:00:00,59.63000000000004,18,few clouds,2014-09-24 01:00:00,Wednesday
2014-09-24 02:00:00,57.84800000000003,17,few clouds,2014-09-24 02:00:00,Wednesday
2014-09-24 03:00:00,56.94800000000002,15,few clouds,2014-09-24 03:00:00,Wednesday
2014-09-24 04:00:00,55.70600000000003,16,few clouds,2014-09-24 04:00:00,Wednesday
2014-09-24 07:00:00,53.492,53,mist,2014-09-24 07:00:00,Wednesday
2014-09-24 08:00:00,52.556000000000026,74,mist,2014-09-24 08:00:00,Wednesday
2014-09-24 09:00:00,52.60999999999998,57,scattered clouds,2014-09-24 09:00:00,Wednesday
2014-09-24 12:00:00,53.41999999999996,29,scattered clouds,2014-09-24 12:00:00,Wednesday
2014-09-24 16:00:00,68.41400000000003,38,broken clouds,2014-09-24 16:00:00,Wednesday
2014-09-24 17:00:00,68.43200000000002,30,broken clouds,2014-09-24 17:00:00,Wednesday
2014-09-24 18:00:00,70.75399999999995,38,broken clouds,2014-09-24 18:00:00,Wednesday
2014-09-25 01:00:00,64.81400000000004,16,broken clouds,2014-09-25 01:00:00,Thursday
2014-09-25 02:00:00,63.464000000000034,22,overcast clouds,2014-09-25 02:00:00,Thursday
2014-09-25 03:00:00,62.88800000000005,20,overcast clouds,2014-09-25 03:00:00,Thursday
2014-09-25 04:00:00,62.54600000000005,14,overcast clouds,2014-09-25 04:00:00,Thursday
2014-09-25 07:00:00,61.34000000000002,38,overcast clouds,2014-09-25 07:00:00,Thursday
2014-09-25 08:00:00,61.358000000000004,78,light rain,2014-09-25 08:00:00,Thursday
2014-09-25 09:00:00,61.46600000000001,86,light rain,2014-09-25 09:00:00,Thursday
2014-09-25 12:00:00,60.332000000000015,38,light rain,2014-09-25 12:00:00,Thursday
2014-09-25 16:00:00,58.58599999999997,40,mist,2014-09-25 16:00:00,Thursday
2014-09-25 17:00:00,59.522000000000034,46,mist,2014-09-25 17:00:00,Thursday
2014-09-25 18:00:00,60.58399999999999,41,mist,2014-09-25 18:00:00,Thursday
2014-09-26 01:00:00,61.95199999999998,34,broken clouds,2014-09-26 01:00:00,Friday
2014-09-26 02:00:00,60.98000000000004,21,mist,2014-09-26 02:00:00,Friday
2014-09-26 03:00:00,58.92799999999996,12,broken clouds,2014-09-26 03:00:00,Friday
2014-09-26 04:00:00,58.33399999999999,18,mist,2014-09-26 04:00:00,Friday
2014-09-26 07:00:00,55.59800000000003,43,mist,2014-09-26 07:00:00,Friday
2014-09-26 08:00:00,53.708000000000006,47,mist,2014-09-26 08:00:00,Friday
2014-09-26 09:00:00,53.096000000000046,78,mist,2014-09-26 09:00:00,Friday
2014-09-26 12:00:00,53.311999999999955,45,fog,2014-09-26 12:00:00,Friday
2014-09-26 16:00:00,71.95999999999998,46,few clouds,2014-09-26 16:00:00,Friday
2014-09-26 17:00:00,72.158,44,few clouds,2014-09-26 17:00:00,Friday
2014-09-26 18:00:00,73.94000000000003,35,few clouds,2014-09-26 18:00:00,Friday
2014-09-27 01:00:00,65.31799999999998,71,few clouds,2014-09-27 01:00:00,Saturday
2014-09-27 02:00:00,61.91600000000001,62,sky is clear,2014-09-27 02:00:00,Saturday
2014-09-27 03:00:00,60.13399999999999,58,sky is clear,2014-09-27 03:00:00,Saturday
2014-09-27 04:00:00,59.575999999999986,46,mist,2014-09-27 04:00:00,Saturday
2014-09-27 07:00:00,55.975999999999985,39,mist,2014-09-27 07:00:00,Saturday
2014-09-27 08:00:00,55.832000000000015,38,mist,2014-09-27 08:00:00,Saturday
2014-09-27 09:00:00,55.05800000000001,38,fog,2014-09-27 09:00:00,Saturday
2014-09-27 12:00:00,57.398000000000025,33,mist,2014-09-27 12:00:00,Saturday
2014-09-27 16:00:00,74.516,43,sky is clear,2014-09-27 16:00:00,Saturday
2014-09-27 17:00:00,80.00600000000003,51,sky is clear,2014-09-27 17:00:00,Saturday
2014-09-27 18:00:00,80.02400000000002,37,sky is clear,2014-09-27 18:00:00,Saturday
2014-09-28 01:00:00,66.18200000000002,97,sky is clear,2014-09-28 01:00:00,Sunday
2014-09-28 02:00:00,64.50800000000001,63,sky is clear,2014-09-28 02:00:00,Sunday
2014-09-28 03:00:00,62.83399999999999,36,sky is clear,2014-09-28 03:00:00,Sunday
2014-09-28 04:00:00,62.780000000000044,33,fog,2014-09-28 04:00:00,Sunday
2014-09-28 07:00:00,59.59399999999997,28,sky is clear,2014-09-28 07:00:00,Sunday
2014-09-28 08:00:00,57.685999999999964,31,mist,2014-09-28 08:00:00,Sunday
2014-09-28 09:00:00,57.667999999999985,27,mist,2014-09-28 09:00:00,Sunday
2014-09-28 12:00:00,58.51400000000003,39,mist,2014-09-28 12:00:00,Sunday
2014-09-28 16:00:00,75.83000000000004,44,broken clouds,2014-09-28 16:00:00,Sunday
2014-09-28 17:00:00,78.11600000000001,32,broken clouds,2014-09-28 17:00:00,Sunday
2014-09-28 18:00:00,81.93200000000002,39,broken clouds,2014-09-28 18:00:00,Sunday
2014-09-29 01:00:00,69.33200000000002,32,broken clouds,2014-09-29 01:00:00,Monday
2014-09-29 02:00:00,67.78399999999999,14,broken clouds,2014-09-29 02:00:00,Monday
2014-09-29 03:00:00,64.86799999999998,13,broken clouds,2014-09-29 03:00:00,Monday
2014-09-29 04:00:00,64.85,12,broken clouds,2014-09-29 04:00:00,Monday
2014-09-29 07:00:00,62.81600000000001,63,mist,2014-09-29 07:00:00,Monday
2014-09-29 08:00:00,62.00600000000003,75,mist,2014-09-29 08:00:00,Monday
2014-09-29 09:00:00,61.71799999999998,59,overcast clouds,2014-09-29 09:00:00,Monday
2014-09-29 12:00:00,60.961999999999954,23,fog,2014-09-29 12:00:00,Monday
2014-09-29 16:00:00,72.75199999999998,38,broken clouds,2014-09-29 16:00:00,Monday
2014-09-29 17:00:00,76.766,33,overcast clouds,2014-09-29 17:00:00,Monday
2014-09-29 18:00:00,76.74800000000002,23,overcast clouds,2014-09-29 18:00:00,Monday
2014-09-30 01:00:00,69.54800000000003,21,overcast clouds,2014-09-30 01:00:00,Tuesday
2014-09-30 02:00:00,68.558,13,overcast clouds,2014-09-30 02:00:00,Tuesday
2014-09-30 03:00:00,67.94600000000005,12,overcast clouds,2014-09-30 03:00:00,Tuesday
2014-09-30 04:00:00,66.61400000000003,8,light rain,2014-09-30 04:00:00,Tuesday
2014-09-30 07:00:00,65.31799999999998,52,mist,2014-09-30 07:00:00,Tuesday
2014-09-30 08:00:00,64.43599999999996,93,mist,2014-09-30 08:00:00,Tuesday
2014-09-30 09:00:00,63.51799999999999,72,mist,2014-09-30 09:00:00,Tuesday
2014-09-30 12:00:00,64.02200000000003,35,mist,2014-09-30 12:00:00,Tuesday
2014-09-30 16:00:00,69.85399999999996,40,mist,2014-09-30 16:00:00,Tuesday
2014-09-30 17:00:00,70.73599999999996,45,mist,2014-09-30 17:00:00,Tuesday
2014-09-30 18:00:00,70.75399999999995,38,mist,2014-09-30 18:00:00,Tuesday
